id,text,label,language,theme,pii_flag,synthetic_style
sms_00656,Le livreur a déposé votre colis au gardien. Merci de votre réactivité.,ham,fr,legit_delivery,False,advanced_curated
sms_00657,ServiceFraude: Paiement refuse puis nouvelle tentative observee. Contact anti-fraude: [PHONE]. Merci de regulariser avant minuit.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00658,Point relais confirmé. Retrait possible dès demain. Merci.,ham,fr,legit_delivery,False,advanced_curated
sms_00659,On fait un point rapide demain matin ?,ham,fr,work,False,advanced_curated
sms_00660,"PayLib: Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://espace-client-verif[.]net/paiement/33d4f2y5x",phishing,fr,account_verification,True,advanced_curated
sms_00661,On mange ensemble ce midi ?,ham,fr,personal_chat,False,advanced_curated
sms_00662,Code de connexion: 936121. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00663,N'oublie pas le pain en rentrant 😄,ham,fr,personal_chat,False,advanced_curated
sms_00664,"Confirm: Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://telepaiement-info[.]net/remboursement/qnybmc06wr Merci.",phishing,fr,account_verification,True,advanced_curated
sms_00665,"Paiement carte de 12,4€ effectué chez TOTAL. Urgent.",ham,fr,bank_legit,True,advanced_curated
sms_00666,VITALE: Votre carte Vitale arrive à expiration. Mettez à jour votre dossier: hxxps://regul-facture-energie[.]com/remboursement/h98brzva9,phishing,fr,vitale_renewal,True,advanced_curated
sms_00667,"Papa arrive vers 14h, tu peux lui ouvrir ?",ham,fr,family,False,advanced_curated
sms_00668,Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE]. Merci de régulariser avant minuit.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00669,Code de connexion: 099775. Ne le partagez jamais. Merci de votre réactivité.,ham,fr,otp_security,True,advanced_curated
sms_00670,Compte: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://espace-client-verif[.]net/remboursement/kz3nwxro,phishing,fr,account_verification,True,advanced_curated
sms_00671,Votre carte Vitale arrive à expiration. Mettez à jour votre dossier: hxxps://regul-facture-energie[.]com/remboursement/zxd82 Délai très court.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00672,LIVRAISON: Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://espace-client-verif[.]net/paiement/r99yaec,phishing,fr,parcel_delivery,True,advanced_curated
sms_00673,AMELI: Dernière étape pour conserver vos droits santé: hxxps://maj-dossier-sante[.]fr/dossier/0wmd,phishing,fr,vitale_renewal,True,advanced_curated
sms_00674,"Un trop-perçu de 6,8€ est disponible. Confirmez votre remboursement: hxxps://service-aides-france[.]com/secure/3f9hk Sans réponse, votre dossier sera suspendu.",phishing,fr,edf_refund,True,advanced_curated
sms_00675,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00676,Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://regul-facture-energie[.]com/maj/e7fl,phishing,fr,parcel_delivery,True,advanced_curated
sms_00677,Votre remboursement énergie expire aujourd'hui: hxxps://service-aides-france[.]com/dossier/lajahcpztc Merci.,phishing,fr,edf_refund,True,advanced_curated
sms_00678,La réunion est décalée à 13h10.,ham,fr,work,False,advanced_curated
sms_00679,Réinitialisation de sécurité requise. Continuez ici: hxxps://suivi-colis-fr[.]com/confirm/xl7v Merci de régulariser avant minuit.,phishing,fr,account_verification,True,advanced_curated
sms_00680,Point relais confirmé. Retrait possible dès demain.,ham,fr,legit_delivery,False,advanced_curated
sms_00681,Votre compte sera limité sous 12h sans validation: hxxps://service-aides-france[.]com/paiement/lnehkixc,phishing,fr,account_verification,True,advanced_curated
sms_00682,"Votre compte sera limité sous 12h sans validation: hxxps://maj-dossier-sante[.]fr/dossier/kti22 Sans réponse, votre dossier sera suspendu.",phishing,fr,account_verification,True,advanced_curated
sms_00683,AssuranceMaladie: Nouvelle carte disponible. Confirmez l'adresse d'envoi: hxxps://service-aides-france[.]com/dossier/hshv1y04,phishing,fr,vitale_renewal,True,advanced_curated
sms_00684,Tu peux passer vers 12h ?,ham,fr,personal_chat,False,advanced_curated
sms_00685,SantéFR: Validation carte Vitale requise sous 24h: hxxps://regul-facture-energie[.]com/maj/6jprzdi Action requise aujourd'hui.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00686,AidesFR: Mise à jour obligatoire de v0tre espace bénéficiaire: hxxps://espace-client-verif[.]net/dossier/arei Merci de régulariser avant minuit.,phishing,fr,benefits_update,True,advanced_curated
sms_00687,ANTAI: Avis de contravention disponible. Consultez votre dossier: hxxps://suivi-colis-fr[.]com/secure/grp0247,phishing,fr,fine_toll,True,advanced_curated
sms_00688,Confirm: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://espace-client-verif[.]net/paiement/v6f4,phishing,fr,account_verification,True,advanced_curated
sms_00689,ColisInfo: Échec de livraison aujourd'hui. Choisissez un nouveau créneau: hxxps://maj-dossier-sante[.]fr/remboursement/7004h Action requise aujourd'hui. Urgent.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00690,Nouvelle politique de sécurité. Mise à jour nécessaire: hxxps://maj-dossier-sante[.]fr/confirm/ux018 Action requise aujourd'hui. Merci.,phishing,fr,account_verification,True,advanced_curated
sms_00691,Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://espace-client-verif[.]net/paiement/ik31,phishing,fr,account_verification,True,advanced_curated
sms_00692,Votre colis sera livré aujourd'hui entre 20h et 18h.,ham,fr,legit_delivery,False,advanced_curated
sms_00693,"MAMIE VA MIEUX, JE TE TIENS AU COURANT.",ham,fr,family,False,advanced_curated
sms_00694,ANTAI: Dernier rappel avant majoration automatique: hxxps://suivi-colis-fr[.]com/dossier/49dz8ftm Merci de régulariser avant minuit. Merci de votre réactivité.,phishing,fr,fine_toll,True,advanced_curated
sms_00695,POINT RELAIS CONFIRMÉ. RETRAIT POSSIBLE DÈS DEMAIN.,ham,fr,legit_delivery,False,advanced_curated
sms_00696,Votre compte sera limité sous 12h sans validation: hxxps://maj-dossier-sante[.]fr/dossier/sd5uyf,phishing,fr,account_verification,True,advanced_curated
sms_00697,Mise à jour obligatoire de votre espace bénéficiaire: hxxps://maj-dossier-sante[.]fr/maj/nwxss3s Merci de régulariser avant minuit.,phishing,fr,benefits_update,True,advanced_curated
sms_00698,AMELI: Dernière étape pour conserver vos droits santé: hxxps://telepaiement-info[.]net/secure/0opxnccrbf Délai très court.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00699,Votre commande a été expédiée. Urgent.,ham,fr,legit_delivery,False,advanced_curated
sms_00700,La réunion est décalée à 15h35.,ham,fr,work,False,advanced_curated
sms_00701,Votre colis sera livré aujourd'hui entre 13h et 9h. Merci.,ham,fr,legit_delivery,False,advanced_curated
sms_00702,Mise à jour obligatoire de votre espace bénéficiaire: hxxps://espace-client-verif[.]net/suivi/a3rnq,phishing,fr,benefits_update,True,advanced_curated
sms_00703,Virement inhabituel repèrè. Opposition urgente au [PHONE]. Dèlai très court.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00704,Votre colis sera livré aujourd'hui entre 12h et 7h.,ham,fr,legit_delivery,False,advanced_curated
sms_00705,CAF: Dernière relance avant blocage temporaire des paiements: hxxps://telepaiement-info[.]net/suivi/ybisbo55,phishing,fr,benefits_update,True,advanced_curated
sms_00706,ANTAI: Amende majorée en attente. Paiement sous 48h: hxxps://suivi-colis-fr[.]com/remboursement/yym33mg1za Action requise aujourd'hui.,phishing,fr,fine_toll,True,advanced_curated
sms_00707,ServiceFraude: Transaction non reconnue ce jour. Annulation immédiate via [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00708,Opposition: Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE]. Merci.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00709,"Papa arrive vers 14h, tu peux lui ouvrir ?",ham,fr,family,False,advanced_curated
sms_00710,"Achat suspect de 19,99€ détecté. Si vous n'êtes pas à l'origine, appelez immédiatement le [PHONE]. Merci de régulariser avant minuit. Urgent.",phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00711,"Prélèvement SEPA de 1,95€ enregistré.",ham,fr,bank_legit,True,advanced_curated
sms_00712,"Avoir disponible suite à votre dernière facture. Activez le versement: hxxps://suivi-colis-fr[.]com/maj/00nqohn3dg Sans réponse, votre dossier sera suspendu.",phishing,fr,edf_refund,True,advanced_curated
sms_00713,"Mamie va mieux, je te tiens au courant.",ham,fr,family,False,advanced_curated
sms_00714,Validation carte Vitale requise sous 24h: hxxps://secure-remboursement[.]com/maj/kmx0f6 Merci de régulariser avant minuit.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00715,TollInfo: Péage impayé constaté. Régularisez avant majoration: hxxps://regul-facture-energie[.]com/dossier/7ol93,phishing,fr,fine_toll,True,advanced_curated
sms_00716,Mise à jour obligatoire de votre espace bénéficiaire: hxxps://espace-client-verif[.]net/secure/6zgev,phishing,fr,benefits_update,True,advanced_curated
sms_00717,Un passage de péage reste impayé. Réglez maintenant: hxxps://secure-remboursement[.]com/remboursement/35o1l8 Merci de régulariser avant minuit.,phishing,fr,fine_toll,True,advanced_curated
sms_00718,Colis en attente au point relais. Validation necessaire: hxxps://maj-dossier-sante[.]fr/remboursement/241uw,phishing,fr,parcel_delivery,True,advanced_curated
sms_00719,On fait un point rapide demain matin ?,ham,fr,work,False,advanced_curated
sms_00720,Votre colis sera livre aujourd'hui entre 18h et 14h.,ham,fr,legit_delivery,False,advanced_curated
sms_00721,EnergieFR: Avoir disponible suite à votre dernière facture. Activez le versement: hxxps://regul-facture-energie[.]com/suivi/xqwwfb,phishing,fr,edf_refund,True,advanced_curated
sms_00722,Votre code de vérification est 587268.,ham,fr,otp_security,True,advanced_curated
sms_00723,Avoir disponible suite à votre dernière facture. Activez le versement: hxxps://secure-remboursement[.]com/maj/7qlbw Merci de votre réactivité.,phishing,fr,edf_refund,True,advanced_curated
sms_00724,Je t'appelle après la réunion.,ham,fr,personal_chat,False,advanced_curated
sms_00725,AMENDE: Amende majorée en attente. Paiement sous 48h: hxxps://validation-compte-fr[.]com/paiement/sjchzjq8c,phishing,fr,fine_toll,True,advanced_curated
sms_00726,Votre carte Vitale arrive à expiration. Mettez à jour votre dossier: hxxps://validation-compte-fr[.]com/confirm/sosz0d3m Merci de régulariser avant minuit.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00727,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00728,"Facture: Un trop-perçu de 19,99€ est disponible. Confirmez votre remboursement: hxxps://validation-compte-fr[.]com/maj/rye12o00",phishing,fr,edf_refund,True,advanced_curated
sms_00729,"MONDIAL: Dernier rappel livraison. Confirmez vos coordonnées: hxxps://secure-remboursement[.]com/dossier/g4xnuby863 Sans réponse, votre dossier sera suspendu.",phishing,fr,parcel_delivery,True,advanced_curated
sms_00730,Tu peux passer vers 20h ?,ham,fr,personal_chat,False,advanced_curated
sms_00731,Opposition: Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00732,PayLib: Réinitialisation de sécurité requise. Continuez ici: hxxps://espace-client-verif[.]net/confirm/u26rvp,phishing,fr,account_verification,True,advanced_curated
sms_00733,Peux-tu m'envoyer le fichier avant 17h ?,ham,fr,work,False,advanced_curated
sms_00734,Code de connexion: 850458. Ne le partagez jamais. Urgent.,ham,fr,otp_security,True,advanced_curated
sms_00735,Je t'ai laissé un message vocal.,ham,fr,work,False,advanced_curated
sms_00736,Votre code de vérification est 614687.,ham,fr,otp_security,True,advanced_curated
sms_00737,"Paiement carte de 259,99€ effectué chez TOTAL. Urgent.",ham,fr,bank_legit,True,advanced_curated
sms_00738,Code temporaire 522115 valable 10 minutes.,ham,fr,otp_security,True,advanced_curated
sms_00739,On mange ensemble ce midi ? Merci.,ham,fr,personal_chat,False,advanced_curated
sms_00740,Code de connexion: 662682. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00741,Dernier rappel livraison. Confirmez vos coordonnées: hxxps://secure-remboursement[.]com/confirm/4cjurxipp8 Merci.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00742,"LIVRAISON: Échec de livraison aujourd'hui. Choisissez un nouveau créneau: hxxps://validation-compte-fr[.]com/dossier/o7gri9etmo Sans réponse, votre dossier sera suspendu.",phishing,fr,parcel_delivery,True,advanced_curated
sms_00743,"ALERTE CB: ACHAT SUSPECT DE 49,9€ DÉTECTÉ. SI VOUS N'ÊTES PAS À L'ORIGINE, APPELEZ IMMÉDIATEMENT LE [PHONE]. DÉLAI TRÈS COURT.",phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00744,"Prélèvement SEPA de 12,4€ enregistré.",ham,fr,bank_legit,True,advanced_curated
sms_00745,Nouvelle carte disponible. Confirmez l'adresse d'envoi: hxxps://service-aides-france[.]com/confirm/hjucfhh,phishing,fr,vitale_renewal,True,advanced_curated
sms_00746,Paiement: Virement inhabituel repéré. Opposition urgente au [PHONE]. Délai très court.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00747,La réunion est décalée à 18h40.,ham,fr,work,False,advanced_curated
sms_00748,FranceServices: Vos droits ont été recalculés. Vérifiez votre dossier: hxxps://suivi-colis-fr[.]com/suivi/yy4jufn24 Merci.,phishing,fr,benefits_update,True,advanced_curated
sms_00749,Code de connexion: 470730. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00750,Je t'ai laissé un message vocal.,ham,fr,work,False,advanced_curated
sms_00751,Votre commande a été expédiée. Urgent.,ham,fr,legit_delivery,False,advanced_curated
sms_00752,La réunion est décalée à 11h00.,ham,fr,work,False,advanced_curated
sms_00753,Dernier rappel avant majoration automatique: hxxps://validation-compte-fr[.]com/paiement/6l8j,phishing,fr,fine_toll,True,advanced_curated
sms_00754,Droits: Dernière relance avant blocage temporaire des paiements: hxxps://maj-dossier-sante[.]fr/remboursement/q0iqz Action requise aujourd'hui.,phishing,fr,benefits_update,True,advanced_curated
sms_00755,TollInfo: Dernier rappel avant majoration automatique: hxxps://service-aides-france[.]com/suivi/7nbqw35f,phishing,fr,fine_toll,True,advanced_curated
sms_00756,Tu peux venir me chercher à la gare ? Urgent.,ham,fr,family,False,advanced_curated
sms_00757,On passe dimanche pour le déjeuner. Urgent.,ham,fr,family,False,advanced_curated
sms_00758,Réinitialisation de sécurité requise. Continuez ici: hxxps://espace-client-verif[.]net/suivi/pbbqhtxp0s,phishing,fr,account_verification,True,advanced_curated
sms_00759,"Virement de 19,99€ reçu sur votre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00760,Réinitialisation de sécurité requise. Continuez ici: hxxps://service-aides-france[.]com/paiement/2d6le Merci de régulariser avant minuit. Merci.,phishing,fr,account_verification,True,advanced_curated
sms_00761,Votre carte Vitale arrive à expiration. Mettez à jour votre dossier: hxxps://validation-compte-fr[.]com/confirm/uxs928q,phishing,fr,vitale_renewal,True,advanced_curated
sms_00762,Régularisation EDF effectuée. Choisissez votre mode de restitution: hxxps://service-aides-france[.]com/paiement/m2eni,phishing,fr,edf_refund,True,advanced_curated
sms_00763,Ulys: Péage impayé constaté. Régularisez avant majoration: hxxps://secure-remboursement[.]com/confirm/xrrm,phishing,fr,fine_toll,True,advanced_curated
sms_00764,Réinitialisation de sécurité requise. Continuez ici: hxxps://maj-dossier-sante[.]fr/confirm/f4261byd9d Délai très court.,phishing,fr,account_verification,True,advanced_curated
sms_00765,La réunion est décalée à 20h05.,ham,fr,work,False,advanced_curated
sms_00766,TollInfo: Péage impayé constaté. Régularisez avant majoration: hxxps://service-aides-france[.]com/dossier/b25jt3mt2m,phishing,fr,fine_toll,True,advanced_curated
sms_00767,"ColisInfo: Frais de relivraison de 19,99€ à régler avant 23h59: hxxps://suivi-colis-fr[.]com/dossier/5qde2y3z Merci de régulariser avant minuit. Merci.",phishing,fr,parcel_delivery,True,advanced_curated
sms_00768,CAF: Document manquant pour maintenir vos aides. Déposez-le ici: hxxps://validation-compte-fr[.]com/remboursement/zrrhf4,phishing,fr,benefits_update,True,advanced_curated
sms_00769,"Retrait de 1,95€ confirmé. Urgent.",ham,fr,bank_legit,True,advanced_curated
sms_00770,On fait un point rapide demain matin ? Urgent.,ham,fr,work,False,advanced_curated
sms_00771,Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://validation-compte-fr[.]com/dossier/f761 Urgent.,phishing,fr,account_verification,True,advanced_curated
sms_00772,Tu peux passer vers 18h ?,ham,fr,personal_chat,False,advanced_curated
sms_00773,EDF: Régularisation EDF effectuée. Choisissez votre mode de restitution: hxxps://telepaiement-info[.]net/suivi/nubj74f55 Délai très court.,phishing,fr,edf_refund,True,advanced_curated
sms_00774,Code de connexion: 741547. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00775,PayLib: Nouvelle politique de sécurité. Mise à jour nécessaire: hxxps://espace-client-verif[.]net/paiement/0y5kidy63n Merci de régulariser avant minuit.,phishing,fr,account_verification,True,advanced_curated
sms_00776,"Virement de 12,4€ reçu sur votre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00777,Péage: Dernier rappel avant majoration automatique: hxxps://regul-facture-energie[.]com/confirm/ln4rx,phishing,fr,fine_toll,True,advanced_curated
sms_00778,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00779,"Retrait de 49,9€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00780,Connexion inhabituelle detectee. Verifiez votre identite: hxxps://secure-remboursement[.]com/maj/jgi7pvo,phishing,fr,account_verification,True,advanced_curated
sms_00781,Droits: Suspension de versement évitable avant minuit: hxxps://validation-compte-fr[.]com/suivi/ixvxb Délai très court.,phishing,fr,benefits_update,True,advanced_curated
sms_00782,Virement inhabituel repéré. Opposition urgente au [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00783,"EnergieFR: Facture corrigée, remboursement en attente de validation: hxxps://validation-compte-fr[.]com/remboursement/dy99o3ucr6",phishing,fr,edf_refund,True,advanced_curated
sms_00784,On mange ensemble ce midi ?,ham,fr,personal_chat,False,advanced_curated
sms_00785,"Securite: Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://telepaiement-info[.]net/maj/zey6qmj",phishing,fr,account_verification,True,advanced_curated
sms_00786,Code temporaire 616055 valable 10 minutes.,ham,fr,otp_security,True,advanced_curated
sms_00787,ELEC: Votre remboursement énergie expire aujourd'hui: hxxps://validation-compte-fr[.]com/secure/z50vq Merci de votre réactivité.,phishing,fr,edf_refund,True,advanced_curated
sms_00788,Tu peux passer vers 8h ?,ham,fr,personal_chat,False,advanced_curated
sms_00789,La réunion est décalée à 18h45.,ham,fr,work,False,advanced_curated
sms_00790,"Retrait de 89,0€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00791,On fait un point rapide demain matin ? Merci de votre réactivité.,ham,fr,work,False,advanced_curated
sms_00792,ColisInfo: Dernier rappel livraison. Confirmez vos coordonnées: hxxps://suivi-colis-fr[.]com/secure/p95f9h Merci.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00793,"Retrait de 6,8€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00794,CONNEXION INHABITUELLE DÉTECTÉE. VÉRIFIEZ VOTRE IDENTITÉ: HXXPS://VALIDATION-COMPTE-FR[.]COM/REMBOURSEMENT/DV9U,phishing,fr,account_verification,False,advanced_curated
sms_00795,Paiement: Transaction non reconnue ce jour. Annulation immédiate via [PHONE]. Merci de régulariser avant minuit.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00796,N'oublie pas le pain en rentrant 😄,ham,fr,personal_chat,False,advanced_curated
sms_00797,"ServiceFraude: Paiement refuse puis nouvelle tentative observee. Contact anti-fraude: [PHONE]. Sans reponse, votre dossier sera suspendu.",phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00798,"EnergieFR: Un trop-perçu de 259,99€ est disponible. Confirmez votre remboursement: hxxps://maj-dossier-sante[.]fr/dossier/17977yy",phishing,fr,edf_refund,True,advanced_curated
sms_00799,AidesFR: Suspension de versement évitable avant minuit: hxxps://secure-remboursement[.]com/remboursement/6u8ueih Merci de régulariser avant minuit.,phishing,fr,benefits_update,True,advanced_curated
sms_00800,Je t'appelle après la réunion.,ham,fr,personal_chat,False,advanced_curated
sms_00801,"CHRONO: Frais de relivraison de 589,99€ à régler avant 23h59: hxxps://suivi-colis-fr[.]com/remboursement/3d8w3zp",phishing,fr,parcel_delivery,True,advanced_curated
sms_00802,AMELI: Validation carte Vitale requise sous 24h: hxxps://maj-dossier-sante[.]fr/secure/5rxy7nj0xt,phishing,fr,vitale_renewal,True,advanced_curated
sms_00803,ColisInfo: Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://espace-client-verif[.]net/dossier/g626m,phishing,fr,parcel_delivery,True,advanced_curated
sms_00804,"Paiement carte de 1,49€ effectué chez BOULANGER.",ham,fr,bank_legit,True,advanced_curated
sms_00805,AssuranceMaladie: Nouvelle carte disponible. Confirmez l'adresse d'envoi: hxxps://suivi-colis-fr[.]com/maj/fqlfqebiwr,phishing,fr,vitale_renewal,True,advanced_curated
sms_00806,Dossier Assurance Maladie incomplet. Complétez vos informations: hxxps://regul-facture-energie[.]com/confirm/h6airh8 Merci de régulariser avant minuit.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00807,Dernier rappel avant majoration automatique: hxxps://service-aides-france[.]com/maj/0en9,phishing,fr,fine_toll,True,advanced_curated
sms_00808,SOSCARTES: Débit en cours sur votre carte. Service opposition: [PHONE]. Merci de votre réactivité.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00809,Sécurité: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://suivi-colis-fr[.]com/suivi/3mk8tewa5u Merci.,phishing,fr,account_verification,True,advanced_curated
sms_00810,On passe dimanche pour le déjeuner.,ham,fr,family,False,advanced_curated
sms_00811,"AMENDE: Dernier rappel avant majoration automatique: hxxps://espace-client-verif[.]net/secure/wgosnstavp Sans réponse, votre dossier sera suspendu.",phishing,fr,fine_toll,True,advanced_curated
sms_00812,Le client a validé la proposition. Merci de votre réactivité.,ham,fr,work,False,advanced_curated
sms_00813,La réunion est décalée à 19h20.,ham,fr,work,False,advanced_curated
sms_00814,Code temporaire 362513 valable 10 minutes. Merci de votre réactivité.,ham,fr,otp_security,True,advanced_curated
sms_00815,Code de connexion: 205510. Ne le partagez jamais. Merci de votre réactivité.,ham,fr,otp_security,True,advanced_curated
sms_00816,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00817,ColisInfo: Dernier rappel livraison. Confirmez vos coordonnées: hxxps://service-aides-france[.]com/suivi/6cge Délai très court.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00818,MONDIAL: Colis en attente au point relais. Validation nécessaire: hxxps://suivi-colis-fr[.]com/confirm/3dcmyxbd,phishing,fr,parcel_delivery,True,advanced_curated
sms_00819,Votre code de vérification est 122697.,ham,fr,otp_security,True,advanced_curated
sms_00820,"Virement de 89,0€ reçu sur votre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00821,Les enfants sont bien arrivés.,ham,fr,family,False,advanced_curated
sms_00822,EnergieFR: Votre remboursement énergie expire aujourd'hui: hxxps://validation-compte-fr[.]com/maj/9k1uoaa2,phishing,fr,edf_refund,True,advanced_curated
sms_00823,"CHRONO: Frais de relivraison de 89,0€ à régler avant 23h59: hxxps://service-aides-france[.]com/dossier/hyapd",phishing,fr,parcel_delivery,True,advanced_curated
sms_00824,Votre remboursement énergie expire aujourd'hui: hxxps://telepaiement-info[.]net/paiement/q29k3,phishing,fr,edf_refund,True,advanced_curated
sms_00825,Suspension de versement évitable avant minuit: hxxps://suivi-colis-fr[.]com/secure/5ez2a5i8jn,phishing,fr,benefits_update,True,advanced_curated
sms_00826,Tu as bien récupéré les clés ? Merci de votre réactivité.,ham,fr,personal_chat,False,advanced_curated
sms_00827,TollInfo: Un passage de péage reste impayé. Réglez maintenant: hxxps://secure-remboursement[.]com/maj/iwatx5j Urgent.,phishing,fr,fine_toll,True,advanced_curated
sms_00828,On se retrouve à 19h15 devant le cinéma ? Urgent.,ham,fr,personal_chat,False,advanced_curated
sms_00829,"Retrait de 1,95€ confirmé. Urgent.",ham,fr,bank_legit,True,advanced_curated
sms_00830,Je t'appelle après la réunion. Merci.,ham,fr,personal_chat,False,advanced_curated
sms_00831,Code de connexion: 980292. Ne le partagez jamais. Merci.,ham,fr,otp_security,True,advanced_curated
sms_00832,N'oublie pas le pain en rentrant 😄,ham,fr,personal_chat,False,advanced_curated
sms_00833,Réinitialisation de sécurité requise. Continuez ici: hxxps://service-aides-france[.]com/dossier/s44z78,phishing,fr,account_verification,True,advanced_curated
sms_00834,MONDIAL: Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://secure-remboursement[.]com/dossier/2sf6f7,phishing,fr,parcel_delivery,True,advanced_curated
sms_00835,Votre compte sera limite sous 12h sans validation: hxxps://regul-facture-energie[.]com/secure/lrun,phishing,fr,account_verification,True,advanced_curated
sms_00836,"Mamie va mieux, je te tiens au courant.",ham,fr,family,False,advanced_curated
sms_00837,CAF: Dernière relance avant blocage temporaire des paiements: hxxps://espace-client-verif[.]net/confirm/8gbsf5ksx,phishing,fr,benefits_update,True,advanced_curated
sms_00838,MONDIAL: Dernier rappel livraison. Confirmez vos coordonnées: hxxps://suivi-colis-fr[.]com/paiement/zyleol2 Urgent.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00839,Compte: Votre compte sera limité sous 12h sans validation: hxxps://service-aides-france[.]com/confirm/jlwss1vip,phishing,fr,account_verification,True,advanced_curated
sms_00840,Dernière relance avant blocage temporaire des paiements: hxxps://suivi-colis-fr[.]com/dossier/5wvfgy Delai très court.,phishing,fr,benefits_update,True,advanced_curated
sms_00841,Point relais confirmé. Retrait possible dès demain.,ham,fr,legit_delivery,False,advanced_curated
sms_00842,"Péage: Amende majorée en attente. Paiement sous 48h: hxxps://espace-client-verif[.]net/paiement/ykmg3du Sans réponse, votre dossier sera suspendu.",phishing,fr,fine_toll,True,advanced_curated
sms_00843,Votre commande a été expédiée. Merci.,ham,fr,legit_delivery,False,advanced_curated
sms_00844,Code de connexion: 829663. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00845,Je t'ai laissé un message vocal.,ham,fr,work,False,advanced_curated
sms_00846,ANTAI: Amende majorée en attente. Paiement sous 48h: hxxps://maj-dossier-sante[.]fr/maj/d2tn20vz9l Merci.,phishing,fr,fine_toll,True,advanced_curated
sms_00847,"Peage impaye constate. Regularisez avant majoration: hxxps://espace-client-verif[.]net/remboursement/p39yl Sans reponse, votre dossier sera suspendu.",phishing,fr,fine_toll,True,advanced_curated
sms_00848,"Virement de 2,99€ reçu sur votre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00849,ALERTE CB: Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE]. Merci.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00850,"Mise à jour obligatoire de votre espace bénéficiaire: hxxps://regul-facture-energie[.]com/paiement/li7jdn80 Sans réponse, votre dossier sera suspendu.",phishing,fr,benefits_update,True,advanced_curated
sms_00851,Votre code de vérification est 442181.,ham,fr,otp_security,True,advanced_curated
sms_00852,"Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://espace-client-verif[.]net/dossier/n4xj7",phishing,fr,account_verification,True,advanced_curated
sms_00853,Peage impaye constate. Regularisez avant majoration: hxxps://validation-compte-fr[.]com/confirm/eokv Action requise aujourd'hui.,phishing,fr,fine_toll,True,advanced_curated
